,confessions,categories
122,"Some weeks back, I was overjoyed when i received a full time offer from DBS as an investment banking analyst. Afterall, I, like many others, was led to believe that being an investment banker was the pinnacle achievement of any business student - where you would be raking in a 6 figure starting salary. This happiness however, was rather short-lived, when I found out that one of my batch mates was similarly offered a full time investment banking job - but at Goldman Sachs instead. What galled me is that this batch mate of mine was not exactly the most high-achieving of our lot, and yet he managed to secure the most coveted job at the most coveted firm of every business student?! It made me wonder deeply then, was it I was innately inadequate, or was I so deluded to think that a job at our paltry local bank would signify any form of ""success"" when there were others clinching similar positions at top-tier global banks?

And just like that, what was a joyous week immediately became a rather agonizing one - ruined utterly by a sense of inadequacy and jealousy. But the reason why I have decided to submit this confession is not because I am looking to rant, but rather it is because I have came to a realization that seems to delude many of us type A go-getters: You will never find true happiness if your destination is the yardstick of someone else's goals. A man driving a BMW may think he has arrived until he spots someone in a Ferrari - but to the average person, they would probably think that how could he possibly have worries if he is wealthy enough to afford a BMW? And indeed, comparison is the bane of all happiness, so for those of you who are agonizing over your CAP, your relationships or your first job - I'd say: stop comparing and start living, because you will never be able to appreciate the world around you if you are only looking at the never-ending horizon
","Advice
SHARE:"
123,"I told a lie to a guy, without thinking of the consequences it may have in the future.

However, we somehow got closer and we started to text and call daily. Even on a busy day, we'd spend our evenings face timing, always finding time for each other to talk and hang out. 

Dates with him were really just so amazing. We didn't do much but it was always really fun, like we would just hang out at random spots nearby my place or his. We just treasured each other's presence. 

Soon, we started falling for each other ( as cliche as it sounds ) and he asked me to be his gf. He would drive me out for food adventures and he'd come over and we'd bake. Whenever I needed to study, he'd come along and study with me and sometimes help me out because he's really smart.  I really had the time of my life with him and he's the greatest ever ( to me hehe ) 

Then one day ( not long after to be honest ), i felt like I couldn't deceive him further and continue to keep the truth away from him. So i told him the truth, he was alright with it initially and everything was okay. But i supposed it was the seriousness of the lie that made him feel uncomfortable and I could feel it, so I asked him and we talked and i had the hardest conversation i ever had with him. 

From then on, things changed and it was never the same. He stopped being sweet and his replies were slower and we hardly met and the frequency of the calls also became lesser.

From the start, I shouldn't have lied and i did apologize countless times for doing so and I would do anything to get forgiveness but the thing is what's said is said and I have lied and no matter how remorseful i am, the fact I lied doesn't change, does it. 

Was it better for me to have told the truth and lost him as my bf but still have him as my friend, or would it better to keep things away from him but I'd have to let the cat out of the bag someday and things could turn out worse. I hope i made the right decision, even if it hurts me a lot.

i miss him, i miss him a lot. I don't want to make him uncomfortable and i just want him to be happy so im letting him have things his way because that's how much I love him, but deep down inside, I really want him back. 
","Romance
SHARE:"
124,"Wow Wow Wow! I noticed this girl around a couple of times around campus because she is drop dead gorgeous. But neither do I know her, nor do we have any common friends as I know of.

But Fate works in mysterious ways.

I was in the crowded MRT packed like a sardine and then my heart beat and breathing stopped when I realized she was directly beside me. I didn't know what overcame me and I responded out of my shy character and said, ""Hi. You look good today. NUS right?""

She then pushed herself against me because there were more people squeezing into the train and they were probably pushing her from behind. My face started to become really warm and my heart kept throbbing as I can smell her fruity perfume emitting from her hair. Smells even better than coffee in the morning!

Then, we reached Buona Vista station where a lot of people alighted. Then she saw an empty seat, walked towards it and sat down, and leaving me standing there alone. Did she even hear me said hi awhile ago??

At Kent Ridge, we both alighted and then walked separate ways.

Fate works in mysterious ways. Fate, you are a fucking troll :/
","Rant
SHARE:"
125,"#24105 
You seem to be telling people that sacrificing sleep can get you cap 5.0, and it is advisable to do so.

That's bullshit. There are people who can't get above 4 no matter how hard they work. And there are also people who get close to 5 without any effort. You can go and max your EVs, but if your IVs are 0 and you have a terrible nature, you still won't get anywhere. 

And don't care how smart you are or how hard you work, sometimes you just get unlucky.  Critical hit can always change things.

So why sacrifice so much for cap 5 when it's likely that you can never reach it anyway? As one of my good friends says ""Eh you all relax lah, when you 60 year old you going to look back and regret not getting A+ for this module meh? You more likely to remember the stupid shit we do together and laugh right?""

tl;dr
Don't stress over cap or do stupid things to boost it. It probably won't give you 5 anyway, and won't matter at all in the long run.

Sincerely
A cap 5.0 minus a bit senior 
Pokemon Master since 1999
","Funny, Advice
SHARE:"
126,"Dear Pokemon Trainer of #24105,

If you have indeed achieved CAP 5.0 through sheer grit, I'm glad that you clinched what you worked so hard not to sleep for. However, you have erroneously interpreted my advice. In my previous post, I did mention that people should work hard, which is something you advocate too. However, they should invest their energy in what THEY are strong and talented in while balancing studies. I have someone in my life I admire greatly who undertook studies in the sciences but whose real talent lies in writing and film. Instead of forcing himself to like the sciences, he took the initiative to seek out internships and opportunities related to journalism and is doing well. Another acquaintance takes business but is extremely fashionable. She takes OOTDs around U-Town and is relatively influential on social media. Not everybody is destined for CAP 5.0 because their true talents DO NOT lie solely in academia. Some of us are destined for journalism, some of us are destined for fashion, some of us are destined for cakes, some of us are destined for robots and some of us are destined to help others. A true trainer works hard for himself/herself while also uplifting other people who have different strengths. Nobody is trying to be the best version of you, we're trying to be the best version of ourselves.

Sincerely,
A Non-CAP-5.0 Year 4 Student Who Has At Least 6 Hours of Sleep Every Day, Is The Best Version of Herself & Thinks You've Been Milking Too Many Cows 
","Funny, Rant, Advice
SHARE:"
127,"There was once an old lady sat next to me on the train after school. She started talking to me in Mandarin, with me only nodding my head in response (I was pretty tired from a long day at school). It started off nice enough, with her talking about how things have changed. Then, with a loud, accusatory tone, she said, ""这些外国人啊，把我们的工作和房子都偷走了。尤其是那些中国人。"" I wasn't surprised by her sentiments. I just nodded back in silence - not in agreement, but in resignation.

I see comments online accusing the government of 'buying' ""foreign talents"" like they're commodities to be traded and not actual people. ""Send them back,"" some say, like these ""foreign talents"" are defective goods which the government have wasted money on and should demand a refund for. How I wish money was actually so easily and nonchalantly thrown at my family by the government as these people presume it is. Decades ago, during the engineering boom in Singapore, my father was scouted to be one of these said ""foreign talents"". My parents left their previous jobs, their families, even their language and culture to come here; my mother told me about how she packed along a huge Chinese-English dictionary because she was afraid my father wasn't good enough for Singapore. We never made big money from the government or anything like that. My parents just came here looking for a better life, as did many other people all those years ago.

We're essentially a nation of immigrants, whereby the only possible distinction lies in how far back we draw our family histories. However, during introductions, I still hesitate to tell others my name. When ordering food at hawker centres, I always speak in fluent English/Singlish to the auntie or uncle at the stall, because my accent would betray me if I were to speak in Mandarin. Heck, I was born in Singapore, lived here all my life, went through PSLE, 'O' Levels, 'A' Levels and all that fun jazz. Having been drilled every morning at school since young, I can recite the national pledge word for word, sing ""Majulah Singapura"" note for note, and have no idea how my supposed home country's equivalent sounds like; I say ""supposed"" because the only home country I am willing to identify with is Singapore. Yet all that seems to be of less importance when others see or hear my name, or any name of a similar structure to mine. ""You from China ah? Your family from China is it?"" I dread the times when I hear those questions, because in my mind's eye, I can see the other party turning up their nose and narrowing their eyes ever so slightly at this 'outsider' in their midst, contaminating what they deem the 'pure' social fabric of Singapore. This is obviously just my paranoia speaking, however sometimes I can't help but feel like these fears may unfortunately hold the tiniest bit of truth, especially when I come across certain unpleasant individuals who brandish the title of ""true blue Singaporean"" in the faces of those they deem unworthy. Seriously, how many pink ICs must I hold, how many tuition classes do I need to send my future kids for, and how many plates of chicken rice must I eat before such people deem me worthy of passing through the golden gates that would mark me as ""a true Singaporean""?

- 土豆
","Rant
SHARE:"
128,"Hi. This is not really a confession but more of a recommendation to my fellow freshies. I did not join any orientation camps this year but I'm lucky to know a senior in NUS to tell me how to plan my timetable and I want to share this important tip with you guys.

Do you guys know that you can drop modules in CORS that has already been pre-allocated to you? 

If there had been bad reviews about the module/lecturer, you can avoid the pain by dropping it and bidding for another module. If you don't know of anybody who has taken the module, you can search for module reviews on google, or through NUSMods (e.g. https://nusmods.com/modules/ACC1002)

If you don't know what modules can fit into your schedule, be sure to use NUSMods as your timetable scheduler (pro-tip: boxes with curved borders -usually tutorials, can be dragged and re-scheduled)

Don't need to thank me :D  
","Advice
SHARE:"
129,"Hi all, not sure if this confession will go thru coz I'm actually just a JC student whom recently chanced upon this website. But I think I can look to your guys for some advice on things.

I have read quite a series of confessions regarding r/s and I'm quite surprised by the number of parallels various confessions have to the situation I'm in now too. There are times where I feel I'm the only guy in this day and age who just has issues to deal with regarding uniqueness, acceptance, being relatable and to really be put to the test in the teenage culture of today. 

I hope to mention my story because I don't want to face the same problem ever again when I really enter Uni in a few years time. It WILL BE a tl;dr but honestly I prefer being through in my story coz these are the most complicated feelings and situations I've been put thru.

Like some of the confessors here, I also come from an all boys environment for both pri and sec sch. 10 long years... They weren't smooth sailing. I faced problems of bullying, politicking and not being able to assimilate into sch culture. Why so? It was just me being very different from other guys like perhaps my musical taste. It doesn't lie in today's kind of music but lies more towards the oldies genre like the Carpenters, seasonal tunes like NDP theme songs/Christmas songs, musical numbers or just classical music. Overall, I enjoy listening to music that has nice resonating tunes and meaningful lyrics because that's the beauty I see in them to express myself and my cheerfulness/sincerity.

Basically, I'm just this different (unique) from all others guys in practically every single aspect of preferences and interest.

So I eventually got used to the coldness by Sec 4 and thought that when it came to co-ed environment in JC, things will change and that the presence of girls in sch will check the maturity of the guys. I was so looked forward to finish O levels then.

I had hoped to make a big change within myself in JC to really step out and showcase my true self so that maybe I could be popular amongst the girls and really put all the other guys down to shame for like treating me so coldly. Yes because my sec sch has affiliation to JC so some of my ex-sch mates went over with me too.

When JC really began, I was called, as what my parents quoted, ""guns blazing"". In just 1 week+ into school as soon as time was right, I was more spontaneous in sharing lots about myself and showcasing all the unique interests/pref I had and everyone was pretty wowed by it. I felt so good about myself because it was during this period where I could catch all of the girls' attention.

I started to like someone in my new J1 class and eventually got rejected in pref for my Sec4-now-JC classmate. And from that point on my school life really crashed back down pretty badly as then I had to live through the awkwardness with her and face the burns of seeing them tgt. I couldn't bring myself to study either and that was for my first sem in J1.

I got scarred very badly from then for the fact that my uniqueness just wasn't the deciding factor and that I realised now it might be working against me to be seen as extremely out of trend and weird! I realised that girls at the end of the day will still choose to like normal guys and friendzone unique ones like me, despite the interest they might give.

Whilst this happened, I already had another classmate of mine always coming to Whatsapp (WA) me abt sch work/stuff. That still continued. It was only during the Jun hols when I went overseas and sent her my holiday photos that I talked to her more often online and started to realise how I might be having another chance again - and that she was better than the prev one esp in personality/attitude.

So for Terms 3 and 4 in, i slowly started to like her instead, but this time learnt the ways to not overtry and to only show my true care and concern when needed. I was so happy then that she still continued to ask me stuff online and that sometimes in RL, we would joke and be spontaneous with our conversations. It then felt so natural and so clicking. And that sometimes if I initiated things like going to consult teacher tgt just 2 of us, she didn't mind coming along. So yea, she already knew all about my unique interest and personality and still looked so energetic+interested when with me. But ofc, I still feared one day things will come crashing down again.

And it actually did at the end of the year, after all the exams, when I thought the time was right to ask her out. So I did. And did not get the response as desired. Since we still had 1-2 wks of post exam timetable left, I still had to see her in school. I then slowly learnt from my other classmates about how she was already gossiping amongst others about my feelings, much to my huge disappointment as this was the exact thing the prev girl did and that wow, nothing was kept secret after all.

Off to the Dec hols I went, now I learnt that my hypothesis was indeed right - that sharing so much about my uniqueness was working against me! Although this same girl still kept in contact with me over sch work and still didn't mind sharing with each other about our holiday, I knew deep down now the true extent of how all the girls saw me.

J2 began and I thought maybe I could restart my mindset and stay optimistic for the year ahead. For fact she still could talk to me despite the prev year, it was considered a feat for me. I still thought I could be myself around her and still talk just like last time. That was when the class dynamics resumed frm last year - to now ship us tgt. Eventually after a whole turn of events, she explicitly friendzoned me on WA. The meaningful stuff I said after that didn't matter one bit and I felt I wasted my time greatly and just threw my own face further.

Slowly, I started to feel angry over the past 1 year+ of events. It felt like I was being taken for granted despite me being kind and nice to help when needed. I just felt that I although unique, known for my uniqueness, made the greatest improvement for J1 Promotion exams, seen as reliable by other girls and guys in class, I just couldn't match up to anyone just because I was so different and in reality unrelatable towards others.

My close friends then advised me to then to change the ways I interacted with her esp online to not reply her WA help requests as soon as I got them in order to kill off the desperate impression I already built by then. Besides frankly when this year started, I could already feel a slight change in our interaction - it wasn't as lively as before. My care/concern-as-classmate qns were also ignored most of the time. She slowly gravitated towards talking and having fun with the other guys instead.

So I lay low for most of Feb/March, telling myself that I'm actually a guy who has achieved lots in other areas and that girls were just missing out on so much about me and that its their problem for not being accepting enough and maybe too preferential and play hard to get. I was angry with her and a few others for making my life so inadequate at times. I didn't pay much attention to all the love she got from other schmates when her birthday came. I wasn't feeling obliged much to do smth meaningful knowing it will ironically work against me. I didn't feel appreciated much anyway.

Things changed in April, somewhat. One night, She suddenly sent me one whole ton of photos of a worksheet that I missed out on because I left school as soon as it ended and didn't stay around with others. Few weeks later during one of the 2.4 runs to pass IPPT, she came to run with me for the last lap coz I was so tired then. I still failed the timing to hit at least 61 points though. I was wondering why she was initiating things again which wasn't her nature this year. My friends still told me to not be too excited by it so I just went as it is.

For May and June, the anger slowly died down. She still WAed me about school work and was still willing to sometimes tell me how her paper/exam went whenever I asked, inclusive of the time where she told me about her sudden vertigo thus absent from school.

For July, just last month, our relations seem normal. She was willing to take photo with me just both of us during a class cycling trip and is still willing to confide in me for her acad worries at times.

At this stage, I have come to the point where I'm close to her in WA but yet so far away in RL in school. Most of the time, I still can't bring myself to talk to her in RL and converse as in the past. There were instances where I will catch her at the wrong time where suddenly another guy will steal her attention away so its just this kind of unlucky factor that's dousing my confidence. Its like I'm better off not actually talking rather than looking silly in the end. 

Besides, she always seems to have a wonderful time joking around and being spontaneous with the other guys.  I feel so out of touch with their conversations and its like I can't simply join in coz its awkward. The friendship bonds already formed - ppl have their own jokes and stuff. So I'm in such a predicament now where tbh, I'm feeling bad because of all the outgoing traits she actually has and just looks so perfect in getting along with everyone. I'm just keeping this deep within when im in school and tbh at times putting fake cheerful optimistic vibes. But her presence makes me inadequate honestly in my EQ standards. I thought she was quiet and reserved just like me. Turns out yes, we do share lots of similar personality traits but just that she can code switch so seamlessly to be as outgoing as ever too.

Now such perfectness is just a grim reminder of my failure in my original aims to really get along with schmates of the opposite gender. Considering how she can get along so well with ALL the guys in my class and that she can actually be surrounded by all the guys at the table with her outgoing vibes. Its just a timely reminder for me that I have failed in being just like her - but the opposite - to get along that well with the girls at that kind of level.

So now all this is now playing part in my reflections as of this point of time. The past 20 months of JC has tried and tested me in all these ways and means. It has pushed me over limits I've never crossed before and it has also let me find out more about myself - especially on what I now need to work on. 

Well, I'm now known for making the greatest improvement in my acads since J1, seen as reliable, sometimes funny and for my uniqueness, other than that, just quiet/reserved as ever which was my original self anyways. I have come a long way in going back up again.

But still, sometimes when I look back, I think I could have done a whole ton of things a lot better and not end up like this. I doubt my true happiness is there - where I can be actually INSIDE and BE RELATABLE. I can be best guy girls could have ever met as classmates/friends. I can be even more spontaneous, funny and energetic as ever! I could even be the most trustworthy guy whom all the girls can confide with - a unique kind of relation I want to have amongst all the others. There's so much I actually still want to showcase about myself but I just can't at this point of time. But I'm just too quiet and reserved now to really fit in and I'm just like any other guy to them now. Well, I'm drained somewhat also, emotionally.

These are feelings no one in my class will understand. They're honestly still too innocent to truly understand my path. I notice this about myself though, I tend to always see so much more than others, I don't think my experiences have let me live such a socially sheltered life. Maybe I can't be as innocent as them because I have been through so much. Maybe that's why I'm so unrelatable. Besides, Im bad at small talk, its usually not me. Other than talking about my interest, I prefer striking meaningful conversations about the person themselves, exchanging experiences and giving advice where I can. I enjoy really getting to know ppl well and take the understanding from there. Sadly not many girls in my class can handle such conversations. They're all more natural with small talk standard. Idk whether if this is the reality or that its just them. Honestly, as much as I see merit in small talk, I still feel there's lots of reason to also ask about people too. Sometimes I feel its a sin to actually ask about them...and even more so in the first place - is it a true mistake to actually like someone? Like honestly - my story has proven so. I think my crush and I would still be just like last year if I didn't initiate so fast. 

So looking forward, especially in Uni, I'm not sure what to expect in terms of culture change - whether for the better or worst. I do hope to get into Engineering. And I now see the light as to why engineers tend to be stereotyped as nerdy/low EQ/cannot express themselves properly. Given my situation, I might end up just as whats perceived. I don't wish to be like this ever. I know where I stand given my experiences. I hope to be the exception to this stereotype and really be the one who can have the perfect balance of the nerdiness and the outgoingness. This will be the best way to get ppl interested in knowing more about what we do and that our work isn't that boring after all. I only hope to leave that legacy next time.

Looking forward, I only hope to apply the ways from my learnt mistakes in EQ to really still be myself and forge wonderful ties with girls and be an inspiration amongst the guys. I know I can find the perfect balance between my uniqueness and what's trendy out there and yet not deviating too much. 

And I still wish to have the innocent side of me and not be overly serious and matured. I'm only young once. My JC life hasn't let me truly feel that young thus Im scared to lose more years down the road. I still wish to have that playful, cheery disposition amongst the girls whilst I still can pass my young looks off.

So as of this point of time, I don't have any close girl-friends in school, unlike some of the other guys and its really quite a joke. Its like as if I'm only the reliable one, not the close one, only come to me for help and nth else much. Come to think of it, no girl has actually asked about me even when I have asked about them before. This feels too one-sided to actually not have support from friends of the opposite gender. I'm getting somewhat tired of having single-gender social circle too.

Sometimes I feel I have lost faith in the teenage culture of today, that every girl im going to meet next time can be this complicated idk. I've never had any girl-friend who has truly understood me as a person, even as friend. But actually I don't think I can entrust any girl now to just not judge... This is really not here not there.

A Few months remain in my JC time and I live day by day staying optimistic. But sometimes I get my bad days in my EQ to just spoil the optimism once more. I always tell myself to expect the unexpected no matter what kind of social situation comes your way.

And lastly for that person whom I still like even after 17 months and counting, I am currently feeling like-hate towards her as of this point of time. There were periods I just try and forget her and live my life normally but I still have to see her in sch everyday, and somehow I still feel the connection idk why. However, I wonder if she is treating me as a FWB to only come bravely talk to me on WA to ask for academic favours and nothing else. I sometimes wonder why I'm still helping her. And then sometimes I think otherwise that she truly sees me as someone to count on and that she is being genuine here.

So honestly were we even meant for each other in the first place? She's one of the cutest I've ever met and her resemblance of her personality to mine to be as energetic and spontaneous yet quiet/reserved too just makes me feel that I can really relate to her very well. 

I've been through so much ups and downs and disappointments even as her classmate/friend. Does this truly mean ""not meant to be"" as fated? Just want to find out the general trend of fate thus a ""No"" answer won't scar me further for life dun worry. I have become more immune from experience~

If you read this last line, I must thank you so dearly for reading through every single thing. Now that I've learnt, unlearnt, re-learnt, I don't wish to ever feel like this in Uni. So I thus thought it would be best to also let u all know about my position. Wonder if you all have any advice on surviving the Uni-culture in time to come and if this kind of inadequateness is a reality and not an anomaly.

PS: I apologise if I sound very gender discriminatory esp to all the girls reading this out there. Maybe I'm better off in a new environment to put everything in practice, that's all.

Regards
J2
","Romance, Rant, Advice
SHARE:"
130,"[ADMIN]

We are inspired by #22905, #22964 and #22833 who have provided useful tips for NUS freshies (heck, even non-freshies find it useful). Let's harness the power of crowdsourcing and help make the lives of freshies better by contributing even more tips for them! We'll collate them into a NUS Freshies Handbook and post it for reference.

Seniors, do your part and comment below! (:
","Nostalgia, Advice
SHARE:"
131,"To NUS Cohort AY2016/17: We have failed you.

The seniors have failed you. The public has failed you. The OSA has failed you.

The black sheep of seniors conducted outrageous sexualised activities. We have failed you.

The public, some of whom cannot discern fact from exaggeration. We have failed you.

The OSA, caught between hell and high waters, decided to sacrifice the Oweek of your batch to straighten things out.

Out of this Pandora's box of mishap, however, there is still one glimmer of Hope left:

Beyond any orientation activity, beyond any camp, certainly beyond any games that you play at the beach, you, your batch, have this saga as a common bond amongst all of you. From Business to Science, from Arts to Engin, your shared experience of having the Oweek cancelled will be your unifying factor. You will be the first batch to have a common (and ironically, uncommon) event to define your batch spirit, and ultimately this is the NUS spirit. Out of the mistakes we the seniors have made, your batch will rise up to take the challenge that every freshie henceforth will have a safe and fun orientation. Your batch shall be the pioneers of a new era, hopefully a better one, where the balance between common sense and the energy of youth can be found. You will prove to the Singaporean public that the youth are not afraid, we will admit what needs to be changed and will change it to be even better.

To the seniors who have poured their heart and souls dedicating yourselves to a fulfilling orientation for the freshies: here is my salute.

To members of the public who has tried to reason and weighed the situation in spite of all the sensationalising by the news outlets: here is my salute

To OSA who are trying to salvage the university's dignity: here is my salute.

And to Cohort AY2016/17, here is my salute for being the sacrificial lamb cleansing almost a decade of wrong. I give my challenge to you: break traditions. Forge friendships that even we the seniors would have never dream of even with orientation camps. Give the best orientation the next cohort of freshies can ever have. We will stand by you. Because we are NUS.
","No Category
SHARE:"
132,"Hi Freshies of AY2016/17,

Here's a few handy tips for surviving in NUS:

2. http://libportal.nus.edu.sg/frontend/index - For textbooks/past year papers/ Research papers (Very important!!)

3. https://app.box.com/files - A sneak peek at most of the modules available with complete lecture notes/tutorials/etc

4. http://www.nus.edu.sg/cors/ - Bidding has already started ! 

5. Plan your modules using this nifty website developed by our very own students : https://nusmods.com/timetable/2016-2017/sem1

6. General rule of thumb across all schools and faculties in NUS is to never plagiarise. Always send in your final report through a plagiarism checker first before submitting. NUS takes plagiarism very seriously (I know because I was nearly expelled  for one of the assignments during Y1S1). 

By the way, intentional or unintentional lifting of sentences of paragraphs constitutes an act of plagiarism. 

7. Plan your modules well. Those who fail to plan, plan to fail... has never been truer. At least for me lol.

8. If you are feeling depressed, seek help. There are great counselling sessions (and medications) at the University Health Centre (UHC), the place where you did your body check-up prior to matriculating. Talk to friends, join a CCA ( if you don't like it, quit. Don't force yourself into liking something.. it is quite toxic.)

Depression is not a weakness of the mind in much the same way as diabetes is a weakness of the pancreas. They both need treatment immediately to help you to survive. 

To live however, is an entirely different matter ha ha... ok I digress.

9. Sometimes, the friends you make in school lurk unassumingly in lecture halls, CCAs, gym, random smiles at the bus-stop, common modules taken, friend intro etc etc. I made a very good friend for one of the modules taken during Y1S1. While he was an introvert (or so i thought), I made small talk with him and before I knew it, we became fast friends.

The number of good friends I've made in NUS can be counted on one hand. But they have provided me with valuable information, laughter, HTHT sessions and whatnot.  These friendships were all forged in the above mentioned places and sadly not in camps ha ha.

In life, you only need a few good friends that have your back when you need it. That and your Significant Other HA HA.

1. I believe I triggered the OCD in some of you when you noticed bullet point one was missing at the beginning of this post.

That is good. Attention to detail is very important. Ok i digress again.

Anyway you can skip the previous points mentioned because this point is the most important. 

And that is to enjoy what you are learning in school. If you don't like your major, change it don't drag. If you find some modules you've taken to be boring, make it interesting (or drop it before week 5?). Don't dwell on the past (failures? bad grades?) or worry too much about the future. Enjoy learning in the present. It is a gift. Time lost which cannot be recovered.

Anyway this post is freaking long so imma just peace out.. gotta live my life now :D

Cheers,
Your senior
","Advice
SHARE:"
133,"[BY GENDER COLLECTIVE AND THE G SPOT]

In light of the announcement on the suspension of all student-organised freshmen activities, Gender Collective and The G Spot have reached out to the Provost with our concerns, which are outlined in our statement of concern.

We urge the university administration to adopt a more consultative approach in partnership with students to organise and carry out orientation activities that are respectful of the dignity of all those participating.

To view the statement in text, click here: http://bit.ly/2a9BkyF

To add yourself as a signatory to the statement, click here: http://bit.ly/2aizk6F"";
","No Category
SHARE:"
134,"With all these stories flooding NUSWhispers recently I thought I'd post my own. A few weeks ago I was FORCED to take part in a camp. We were made to do things that I did not want to do. This went much deeper than mere peer pressure. I never imagined it to be so rabak. What makes me the most sad is that I still have another 9 more cycles of ict left 
","Nostalgia
SHARE:"
135,"[OSA ANNOUNCEMENT]

The Office of Student Affairs (OSA) has taken note of the concerns raised regarding the Freshmen Orientation Camps.
 
OSA has strict guidelines on the conduct of Freshmen Camps and all Camp Project Directors undergo a briefing to familiarise them with these guidelines.
The University takes such feedback seriously and OSA is working with the faculties to find out what actually happened during the camps.
 
Should you wish to provide feedback and information that will help us speak with the Project Directors or Orientation Group Leaders (OGLs) concerned, please click here (https://orgsync.com/130412/forms/206800).

All feedback to OSA will be accorded full confidentiality.
 
Thank you.
 
Office of Student Affairs
National University of Singapore
","Advice
SHARE:"
136,"[ADMIN]

Hi everyone,

Due to the recent rise of trolls roaming around in the comments, we have done some cleaning up (aka banning). We would also like to seek your help in identifying them and reporting to us by private messaging our FB page or posting a confession.

On a side note, we have recently removed a post made by a user masquerading as a faculty club’s committee member. Confessions posted signing off as official organization / bodies will be rejected as we are unable to verify the authenticity of the sender. Should any organization wish for NUSWhispers to post / clarify something, they can email us at nuswhispers@googlegroups.com and we will be glad to help.

On our part, we intend to build better moderation tools that make use of artificial intelligence, natural language processing, machine learning, big data, sentiment analysis, internet of things, augmented reality and virtual reality to alert us about troll comments and we can make this page a better place for everyone. Stay tuned!

Regards,
NUSWhispers Admins
","Funny, Lost and Found, Romance, Rant, Nostalgia, Advice
SHARE:"
137,"My affinity with other people has never been good. I wanted to be myself y'know, the talkative and enthusiastic me, but people didn't like that. Although they smile in front of me, I am aware they talk bad about me behind my back, sometimes they make it seem as though they deliberately want me to know they don't like me by hurling sarcasm whenever I do or say something. Words like ""annoying"", ""busybody"" and ""act cute"" are often used to describe me.

So I started to behave more quiet and reserved, hoping their negative views will change. And it did change. Unfortunately, it changed into other negative views. People started to think I am being ""stuck up"" and ""anti social"". So I stopped it and went back to being myself since people just didn't like me no matter who I am.

4 years ago today, it was my 21st birthday. This is probably one of the most important birthday for a young woman since it is the day of official entering adulthood. So I invited about 20 friends to my party. I will spare the details since some of them are from NUS too. Anyway, my single parent and I spent weeks planning and preparing this party, and I took quite a bit from my own savings for the place and food, since I wanted my guests to know how much I value their presence. When I invited them, almost all 20 of them promised to come. I even told them not to get me any gifts since I only desire them to be present on my special day.

And guess what happened? Less than 5 of them showed up during my birthday. There were food for 20+ people but only about 3 of them showed up (the other 2 dropped by for awhile but left for their own activities). I was really very sad, not because the money spent on the place and food is wasted, rather because so many don't regard me as a friend at all. As for those who showed up, I am most grateful to them and they even brought me gifts even when I told them not to. 

After the party, I hid in my room and cried because I was deeply hurt by the absentees. If they told me in the first place that they cannot or do not want to come, I will probably be less hurt. But they just message me on my birthday itself, saying that they cannot make it because they have something on. That day of transcending into adulthood was an unpleasant one. I will tear up whenever I think about it.

I've seen other people's 21st birthday as one of the most memorable, yet mine was a complete disaster. I kept asking myself why are people treating me like that. Maybe it's because I am not a popular, beautiful, rich or intelligent girl, and being friends with me does not give anyone any personal benefits? Is this how people choose their friends? I don't want to assume, but I bet it applies for most.

In conclusion, I have learnt an important lesson; you can't please everybody. To be honest, despite being disastrous, my 21st birthday had filtered who truly treasures me as a friend and person. I guess the downside of everything always has an upside, similar to a coin.

Today is my 25th birthday. And just as the past 3 years, I will be spending this special day with one of the 3 friends who showed up during that unforgettable 21st birthday. He is now my husband :)
","Rant, Nostalgia
SHARE:"
138,"To all the evergreen guys and girls graduating from NUS: it is ok to graduate as a single. That is why you're receiving a Bachelor's degree. 
","No Category
SHARE:"
