,confessions,categories
799,"I’m so mad right now and I’m not even from NUS. 

My best friend is in NUS and is one of the sweetest person I ever known, who would rather secretly stare at her crush than talk to them. Recently, she started seeing a guy - he was taking her out for dates every week, making promises of where to take her after finals, texting her... You know the drill. She didn’t tell me about him (I only found out about him when I saw them them by chance on a date), but she was the happiest I seen her in a long time. Suddenly, after sending her home... He one up and disappeared. No text, no calls, no replies, nothing. 

I didn’t even know what was going on until I called her and realised she was crying. After asking, she finally told me he disappeared, and was wondering what she did wrong (spoiler: probably nothing at all). While I was beyond mad and cursing him, guess what? She was still defending him, saying he might be busy, saying it was reading week, and being worried that something might have happened. We opened Instagram together and low and behold, he was alive and well, posting about studying in school with his friends.

I’ve known her for many years and this was the first time I’ve seen her so sad... And it’s all YOUR fault. I mean if you’re truly busy you could always send her a text telling her you gonna MIA. If you wanted to stop seeing her and end dating, just tell her it’s not working out. Ghosting her without an explanation is cowardly after all the time you spent together! This is why NUS science guys have a bad rep and keep ending up in scandals, after all, the lot of you seem to be the same kind.
","Romance, Rant
SHARE:"
800,"Hi everyone.

I just want to highlight to the new science and medicine students that the science canteen drinks store has a magnet system where you can buy our cleaners a coffee or tea for 90 cents.

I hope making somebody else's day will help brighten up your day too! Have a lovely rest of the week. :)
","Advice
SHARE:"
801,"For reasons which are ignorant and stupid, my parents disapprove of my relationship with my GF. Hence I am left with no choice but to elope for the sake of my lifelong happiness. The only question is: when?

Since I am still halfway through my degree, I originally planned to elope after graduation in 2 years time. However, due to visa issues, my GF cannot stay in Singapore that long. In any case, her hometown is a small village so there are few jobs available for uni grads - even my poly diploma is probably overkill. I am confident that since everybody knows everybody in her village, there is no problem finding a job once I arrive. Frankly, I am not a snobbish like other Singaporeans, so I don’t feel the need to waste even more time just to get a useless piece of paper. The quality of education in NUS is not as high as its rankings suggest, so I wont be missing out on much. 

And yet... even though logic dictates that I should drop out of NUS, I am hesitating. Do I just not love my GF enough to make this sacrifice for her? Am I subconsciously being racist and judgemental like my parents? Or am I just a spoilt singaporean brat who prefers material comforts over true love?

P.s. Prof Ben is tagged because he tends to give good advice on both love and career, and this confession is the intersection of both.
","Romance, Advice, Ask Prof Ben
SHARE:"
802,"I'd really appreciate some advice:

I have too much curiosity and no focus and discipline. As such, I take more time than I should to complete a task, and emerge with a lot of extra (irrelevant) knowledge too. While accumulating knowledge is good, it hinders me from achieving aims quickly and efficiently.

I meet deadlines; I just do last-minute disaster mitigation work, which has worked until now. But I do recognise the need to change. 

Taking too much time to complete work is really stressing me out, because I foresee that there will soon be too much on my plate. Help? How to achieve a balance?

Thank you, and Merry Christmas in advance. 

(Prof Ben - any thoughts, please?)
","Advice, Ask Prof Ben
SHARE:"
803,"what does the 'B' in 'CLB' stand for?
","No Category
SHARE:"
804,"Need some advice from guys here. Is it normal for a guy to try holding your hands or rest his hand on your thigh during first date? I didn’t want the situation to be awkward so I just let him hold but sort of nvr reciprocate. We knew each other via dating app. As straightforward as I am, I did confront them to ask if they just up to sex but they denied (obviously a redundant question....why do I even bothered to ask ????) I observed this on a few guys that I dated before. Made me think that if it’s a norm for guys? Or are these guys just looking for lust? Or are they just testing water if they can proceed further to next stage? Are these signs red flags? Girls any similar experience?
","Advice, Ask Prof Ben
SHARE:"
805,"Hi SOC peeps, isit possible to take CS2040 during special term part 2 as a CS major although course curriculum states that we are supposed to take CS2040S? no balls to take CS2100 CS2030 and CS2040S tgt this sem.
","Advice
SHARE:"
806,"I use to hear from my mother saying that I will be more appreciative of her when I have a child of my own.

My rs with her has been estranged. I probably only see her once a year, or we will just keep quarrelling. 

She then told me I will be more appreciative of her and curse me that next time when I start suffering then I will know how good she is.

I asked her which mother out there actually curse for their child to suffer.

I have a child of my own now. It is tough and very tiring to take care. Every sleepless night i think back to what she said. But instead of being appreciative, all i can feel is anger.

Angry that she give birth to me and my siblings and just left us in the care of a maid.

The moment she reach home. She does her stuff and sleep. Since young, she does not read us bedtime stories. Never once brought me to zoo, bird park or go overseas.

She was simply just waiting for the day we grew up and work to give her money. Simply give birth not to love but a R.O.I.

She declared proudly to my siblings and I that she will never help care for our grandchildren cause according to her. She hate it.

I feel so damn cheated of this rs. I feel so denied of a childhood supposedly filled with a mother love.
","Rant
SHARE:"
807,"Anybody here had the feeling that being the only child macham the same as ATM machine ? 

My dad is constantly asking me to fork out cash for new furniture, cny angbao money etc. 

I’m not complaining, in fact, i feel that once in awhile would be fine. But spending beyond my saving i just don’t feel right about it. 

Whenever i managed to save up a small sum of cash from my tiny salary, my dad will be coming over to me and ask for new furniture and stuff, draining away my salary. Followed by “you work so long why no saving?” 

I’m really really tired already ....
Would love to hear all your opinions
","Rant, Advice
SHARE:"
808,"Ang moh student here. Sooo, I’m just in Jakarta for DWP 2019 and happened to meet a few other students from Singapore. I was really excited at first and we were having such a good time and everything until one of them asked me if I’m straight. I said I’m bi and made nothing of it, but then he whispered something to his friend and told me that she was interested in me. Next thing I know, the girl is grinding on me like mad and trying to put her hands in my pants to touch ku ku jiao. I even told her that I have a boyfriend in Singapore, but she wouldn’t leave me alone and I felt bad for rejecting her ????????????‍♂️.
Moral of the story: boys can also get sexually harassed so girls please don’t act like this - it’s very off putting and I would never consider anything with a girl like this.
","Funny, Rant
SHARE:"
809,"I feel lucky to have parents who know that I like to have sex with my boyfriend at .. and accept it. Sometimes, I think we might even bit too loud. My mother even makes us breakfast the next morning and gives my boyfriend the house keys so he can make himself at home. So proud of my supportive parents.
","Funny, Romance
SHARE:"
810,"Hi SoC peeps or anyone who can give advice about this,
I just finished my NS and am entering Uni this August. I have secured a place in NUS CS but am having second thoughts on whether it is the course for me. I started picking up coding in my own time while serving NS and am particularly interested in Machine Learning and A.I stuff and can def see myself working in that field in the future. Was wondering if I could get some advice as to which SoC course would suit me the best(Please state some reasons why if possible). Also, I have an interest in Statistics and was thinking of double majoring in Statistics, any seniors know if it is a useful major to have for coding? Thanks so much.
","Advice, Ask Prof Ben
SHARE:"
811,"school gave me a lot of stress and I burnt out last sem. finally got the winter break I longed for, and this good time passed too fast. the realisation of school restarting next week only give me PTSD. welp
","No Category
SHARE:"
812,"One thing I’ve learnt from the ig stories I’ve seen so far during holiday season is that you don’t need to study hard or work hard to be successful or to enjoy traveling or have nice things in life. All you gotta do is to focus on looking your best, and get yourself a bf who is rich or willing to pay for your meals and trips.
","Rant
SHARE:"
813,"Ang moh here, I have many Singaporean friends whose life is miserable because of their parents, I can't understand why if they aren't hurting anyone, they don't dare to work or study what they want and makes them happy, even loving a person seems to be a big issue if parents do not approve, why for parents everything else can be more important but not the happiness of their children? I fully understand that your parents deserve all your respect (here and everywhere), but being happy doing and loving what you want how could be taken as a lack of respect?
","Advice
SHARE:"
814,"First of all, I want to say that I really like Singapore,but I have some impartial observations to put forward. As a follow up to a previous post, I just wanted to say that I was very surprised with Singaporeans. I've been in different parts of Asia and usually really like the people, but here is different. Some people are so rude! In some stores you say hello and they don't even answer, no thank you either. This has happened more times in a few months here than ever before for me. In class, students constantly arrive late and leave early, talk and eat loudly, sleep right in front of the professor. Some will snort extremely loudly for one hour! I mean just go blow your nose... I don't know if this is a cultural clash or if i've been very unlucky. I've of course met some nice locals, but the whole culture seems a little bit oppressive. A lot of people will blindly follow orders/instructions even when it literally makes no sense. And everything here is always about work! Students do sports because they think it will look good on their CV, they always talk about school. When you go to nightclubs the locals usually don't even dance, they just go to buy bottles and show off. Even the relationships here sound transactional (why are Singaporeans so obsessed with concepts like FWBs?).
Anyway, to sum up, you guys are obviously very organized and hard-working but you could gain a lot (especially for mental health) by working on creativity, relaxation and spontaneity. 
Once again I've met some wonderful people here, and I genuinely wonder if some locals agree with me.
","Rant
SHARE:"
815,"Need some POV from everyone here. I broke up with my ex a few months back.  Reason was that she met up with her ex behind my back so I initiated it, no big drama/hoohah whatsoever. And we stopped talking and following each other on every social platform. Occasionally I see that her friends (not following me) or one particular anonymous account (I assumed it’s her) will view my ig stories. She also used a different account to stalk my friend. I’m completely unbothered about the potential stalking because I have nothing to hide but I just can’t seem to figure out why this is happening. 
Can someone explain to me what she’s doing and why?
","Advice
SHARE:"
816,"Sometimes I feel like I’m born in the wrong generation. I’m born in 01, making me a Gen Z or Zoomer as some people say. 
I just cannot fathom how obsessed people of my generation are with the hookup culture. Why is it that people my generation can’t appreciate things that actually have meaning in life ? Do they not comprehend love ? Are they just seeking for cheap thrills ? Do they honestly care more about meaningless hookups when there’s another person willing to be there for you ? So many posts I’ve seen here are literally about people who can’t choose between two lovers or some obsession about FWBS. I’ve been reading about science and I am fascinated with how technology can advance, but I’m starting to feel that it’s just gonna make future generations worse. What, maybe in 10 years people may no longer speak in real life and we all just text through the phone ??? I’m ranting because I’m tired of my own generation being focused around the hookup culture, because here I am actually just waiting for someone to love me and it seems like my generation does not give a damn about love at all because they’re all too focused on meaningless hookups.
","Romance
SHARE:"
817,"You feel embarrassed to post a picture or a video with your parents that it was totally shown on your face. And yet, you posted tons of pictures and videos with your girlfriend or boyfriend while hugging or kissing each other. 

SHAME ON YOU SIR!! SHAME ON YOU. 

When your parents give you their heart and soul taking care of you when you were child, yet you choose over someone who just satisfied your sex need without any marital r/s.

Sigh. What a world are we living in.
","Rant
SHARE:"
818,"I have been seeing this beautiful girl for the past few months and everything has been going great. She’s loving, great and treats me really well. The only issue is, she tends to verbally and physically abuse my childhood toy. I know this might sound ridiculous but I’m sure everyone has a childhood memorabilia that they treasure a lot. For me, it is a tiny toy turtle I had since primary school. When my girlfriend first saw it, she laughed at it and called it ugly for being all torn and stitched up. Often, she would squeeze it and threaten to throw it out the window because it looks “ugly”. One time, she even threatened me and asked me to choose between her and the turtle. Calling it names, physically abusing it and everything she does towards it ignited a strange sort of rage in me and one time, I even contemplated hitting her. I know this might sound silly as a whole but this childhood toy really means so much to it and to see my girlfriend constantly abusing it makes me really stressed out. I have tried explaining it to her but she just tells me to fck off.... What should I do?
","Rant
SHARE:"
819,"My SO seems to be a good partner. She's smart, slightly-better-than-average look, and has a well-paid job. She has a simple lifestyle, which doesn't require me to buy her gifts or bring her out for fine dining often. I know she loves me and I like her too. But after a while it all becomes boring and what we have seems to be comforts without much passion. And I can't resist the temptation to hunt more attractive and fun girls. Does rs eventually all become like that? Or does that mean we should not be together?
","Romance, Advice
SHARE:"
820,"I am currently enrolled in the module MUA2270, Synthesis and Signal Processing. I would like to know the entire syllabus of what i would learn in this module. While i have interest to learn more about music and sound engineering, I am considering to drop this module (which i am taking as a UEM) due to my workload in the upcoming semester.
","Advice
SHARE:"
821,"A letter to my ex-girlfriend, J:

Please return my orange soft toy back to me. It is mine and you have no rights to keep it! I want to give it to my new girlfriend and the shop I bought it from has closed down.

Do not be selfish and return me asap! I have been calling you and texting you nicely but you just ignored my message. Call me back once you have seen this post.

Your ex-boyfriend, L.
","No Category
SHARE:"
822,"I am an exchange student and I grow a crush on a Singaporean. We have two courses in common, but we never talked. I noticed him from first day of school and since I sometimes looked at him, we have eye contact while for a while. He said hi to me once when we run into each other in the cafe, but we couldn't talk further coz he is aways with his local friends.  I wonder if I have a shot if I ask my friend for his contact. what will Singaporean boys feel if they got a text from basically a stranger, me?
","No Category
SHARE:"
823,"Is it appropriate for me to be telling my boyfriend to cut off contacts with his ex? His ex is still pestering him and texting flirty with him despite splitting up awhile back, he replies to her text platonically and when I question him why he does that he says it was out of past habit to reply her. 

Is it normal for guys to still be talking to their ex after splitting? Or am I just being too sensitive.
","Advice
SHARE:"
824,"I've been wanting to ask this for a really long time

Does having a strong singlish accent turn people off?

Like will people judge you because of your accent? Both in the workplace as well as in personal life? how do you feel  when you hear someone with a strong accent?

Prof Ben, I'd appreciate if you could reply to this as well since you deal with both students and have experience in the work place. Does this accent put me at a disadvantage in any way?
","Advice, Ask Prof Ben
SHARE:"
825,"TL;DR: On exchange, friends take advantage of me and a few others because we choose peace over drama. Can't figure out if it is my problem or my friends are just being an ass. Would you all leave such toxicity behind and live your own life, or try to give in more even though you had tried your best to be understanding in unreasonable situations. Where is humanity? 

I am a NUS FASS student currently on exchange at the US with 12 other friends from NUS. A few friends of mine took advantage of me during this exchange trip because I tend to place others before myself. There are times I know two to three of them are taking advantage of me, yet I choose to not rebut just to maintain peace. However, I am beginning to burn out and feel that there is a problem with myself. 

When things need to be completed, I tend to be disciplined and stick to the timetable I have set for myself. Such as missing a few drinking sessions just to catch up on my work or apply for internships. Hence, this act of mine may be seen as ""not cool"". Also, ever since I got offered an internship position 2 months back, a close friend of mine who is on this exchange with me has been sarcastic and mean towards me. It just gets worse each day. 

Another guy A was discriminated by them due to the fact that they feel guy A is ""uninteresting"". However, this is really subjective and a few of us beg to differ.

Girl B then got ostracized after they feel that she is sensitive and uptight. 

Now, it is my turn because one of them made a false claim on me and I confronted her. In her defence, she said it was a 'joke'. However, how can someone be so petty over this small matter? Also, I thought we are all adult enough to talk it out. She refuses to speak to me and avoided me for weeks. 

It's always that few outspoken-extroverts that go on gossiping and ostracize people,  and the few intermediaries that choose to remain silent to maintain peace. Where is humanity? Why can't people just be kind?
","Rant
SHARE:"
826,"Hi I just wanna check, what kind of pay should I expect for the first full time job outside of finance sector, as a second class CS graduate?
","No Category
SHARE:"
827,"Dear Prof Ben & chem eng or chem majors,
Year 1 student here. Upon working-seniors' convincing, im deciding to change major away from pharmacy but my interest lies in pharmaceutical industry manufacturing. The existing bsc pharm curriculum doesnt seem to fit the need despite the specialization. Can seniors please advice which track in chemistry or engin should i take and if modules address the needs of industry?
","Lost and Found, Ask Prof Ben
SHARE:"
828,"Hi guys, I am someone who doesn’t like to buy things, especially branded things, because I think it’s just a waste of money, just to show off one’s wealth. I’m dating a guy now and I really like him. But the biggest turn off is that he loves buying luxury brands, especially hypebeast streetwear. I want to love him for who he is but I can’t bring myself to appreciate his obsession with material goods. How??
","Advice
SHARE:"
829,"This story happened quite a while ago, but I didn't think about it until today. It came back to me because I just caught up with one of the people who was directly involved earlier. Since then, I couldn't help thinking about the way people act post-relationships. Is it insensitivity or cruelty?
Long story short, my girl friend was seeing this guy over a year ago. They dated for almost half a year (at least as far as I remember), every one knows about it. Less than a week after the break up guy started dating another girl, posted about it all over instagram. Mutual friends' instastories feed were buzzing with his updates, about how they dined together, studied together, hang out in his dorm room where him and his ex just spent a series of nights together just a few weeks ago, yeah you get the picture.
And eventually in his 6-month anniversary with his new love he posted a super cheesy post with all the sappy cringy phrases, and a special reference to his ex as ""past mistake"".
I know, that what I think about his action, has no impact on his life at all. And that, being utterly callous after falling out of love is far too common. Girls also burn and trash their exes' stuff, rubbing their rebounds into exes' faces. And there are other things, that happened between the abovementioned ex-lovers, which for the sake of my friend's well-being, I'd rather not say.
But what is all of these for?
To prove your attractiveness? That you deserve to be loved? That your life is better without your ex?
I can understand that if you have been cheated, or abused mentally and physically, and you want to show the world that, leaving the person who hurt you, you still can be happy. Ok, fine!
But what about those lovers that are gentler, kinder, more harmless? For whichever reasons, you still chose to leave them - he doesn't make enough money, she isn't exactly girlfriend material, not submissive enough, not romantic enough, the sparks are gone... But is it necessary to cast aside all the bonds created be it long or short term but still exist, to belittle people with your new love which no one knows how long it may last (hours or days)?
What did you prove? You're strong, lovable, cute?
Or your shamelessness and insensitivity to the point of callousness, towards someone who used to be """"before anything else"" to you?
Please do not use ""everyone has the rights to be happy"" to justify your action.
Yes, everyone deserves happiness.
Nobody forbids you to love again, even love more than before, giving your all. It is your heart and your life, so it's your rights.
Back to the above story, yup it's fine. Maybe only then did that guy find his true love. And of course, he has the rights to love anyone he wants to.
But is it necessary to parade that change of heart to everyone, in front of the embarrassment of the person who used to be yours? Especially when we just learnt about your separation a few days before?
And that the time you spent together, moments shared, promises made have no meaning whatsoever?
Does this mean that the rights to love and freedom of expression give you the rights to trample on the dignity of a person you used to be with, as well as your own self-respect?
I don't know if someone find that admirable, or touching or whatever, I don't care. All I find is contempt.
Only know to love yourself, take care of your own pride, willing to disrespect the feelings of someone who used to love you, give you things that are precious to them. What a cold hard slap in the face.
Then what's the point of love, if what you get back is callousness?
","No Category
SHARE:"
830,"Why do some people think using Apple products, such as Macbook, make them considered atas? Don't they know that Macbook is not of better quality as compared to high-end Windows laptops such as Microsoft Surface and Lenovo Thinkpad, which can be more expensive than Macbook?
","Funny
SHARE:"
831,"My girlfriend broke up with me over a month ago. Although this relationship wasn't very long, it was the best one I have ever experienced. I have tried "" how to get your ex back"" guides and after a month of no contact, I texted her. She said she wasn't comfortable texting me. My question is how do I move on? I have been going out and meeting new people. But everytime I reach home or wake up, I just feel so empty. I want to move on but everytime I try to move on I keep thinking of her.... can anybody help me?
","Advice
SHARE:"
832,"is it normal to feel that my convo with my gf gets boring sometimes that i'd rather be reading a book or watching youtube than to reply the text. as such, i rarely reply instantly. 

any advice on how to spice things up or is it this just normal for couples who have been together for a long time. (4 years)

is this a sign that i am losing interest?
","Romance, Advice
SHARE:"
833,"I realised after a relationship, that the question we should also be asking our other halves is, ""do you love yourself despite your problems"". 

I was wrong to only ask this - ""do you love me despite my problems"". Because when shit hits the fan, u can deal with yourself but you don't know about others, right? 

It's a painful lesson to learn, because I wasn't able to be there for him in a way he'd have appreciated, but he was always here for me when I was bad. 

Ah, things that could've been done better x
","Romance
SHARE:"
834,"Girlfriend’s parents saw a packet a durex condom on her table and started accusing me of taking their daughter’s virginity despite her sleeping with several men before we met. 
I have nothing against my girlfriend’s past but is really angry to be accused by her parents. What should I do?
","Romance, Rant, Advice
SHARE:"
835,"Hi! Which is better: double major with a lower cap or single major with a higher cap? I'm currently a single major economics student, and I am contemplating if I should study statistics as my second major. If i were to choose double major, my cap will definitely be lower but it may give me a better chance at employment (?) Really in a dilemma right now and I would greatly appreciate some help.
","Advice
SHARE:"
836,"Dear friends,

I am gay. Yesterday I came out to my parents. I had just had an argument with my boyfriend and we broke up. I wasn’t in the right frame of mind and so I just decided to go ahead and come out to my parents. 

I expected them to be tolerant. Instead of that what I got was being chased out of the house. 

I slept at the HDB staircase last night. All I have with me are my phone, wallet and charger, a bag with some clothes and a water bottle. I’m fine right now, i use the charging ports and free WiFi at the mall nearby and I’m able to refill my water bottle/wash my face at the toilet. 

What do I do now? I’m really confused, hurt, and I hate myself - I feel suicidal. I’m a student, I don’t have much money and I don’t know how much longer I will be able to sustain myself. I feel like calling the police and asking them to bring my to IMH (at least I will have a place to stay). 

The other option is to go to a shelter but I don’t know how to go about doing that and I just feel helpless and lost. I feel alone. 

If you have read this, thank you for taking the time to read through it. 

TLDR: I’m homeless, broke, gay, suicidal and I have no idea what to do now.
","Advice
SHARE:"
837,"Currently a student in NUS. However, my brother's still in JC. Again, he refuses to believe me when I told him that university is much more taxing and way worse than JC. How do convince him to enjoy his freedom in JC while it still lasts?

Background context - He previously did not believe me when I said JC was tougher than Secondary School.
","Advice
SHARE:"
838,"Life is sad, isn't it? When you are suffering from depression, and everyone around you thinks that you are toxic. However, when some idols die due to depression, they are sharing all the warning signs of it, as if they are telling people to be aware of depression.

Well, this happened to me. My friends thought that I was a toxic person, and start to ignore me. Worse, my friends thinks I am trying to gain attention. I really don't know what to do now. Now I don't open up to people anymore, and I always think alot when I'm alone, like I am better off dead, will people be happy if I'm dead.

Sorry for the post, just want to voice out my thoughts.
","Rant, Advice
SHARE:"
839,"Reply #75146
Just go and download, I recommend some apps for u like Sweetring, wetouch, Juicy. sofatalk. Don't worry how to talk with guy, maybe he just same like u , very shy, and also the first time trying to talk to a girl. thus, they don't know who u are, so just be brave to chat with them. for sure u need to very careful becoz still got many bad guys in the apps too. but some of them really want a serious relationship.  Maybe u can try buy a 3 month vip, just be patient and focus on the apps. I used almost 6 month match my boyfriends.  there are some bad guy as playboy or find spare taryar just want sleep with u or etc reason, just be patient. good things need to wait.
","Advice
SHARE:"
840,"I broke up 6 months ago with my one and only ex. We had a 4 years relationship. It has been smooth sailing until his time to serve NS came. I matriculated into uni, expanded my social circle a few times more than the one I had back when I was 18. Due to the lack of communication, meet ups etc, he started getting insecure which leads to his jealousy. But we still hung on till his ORD. Thought everything would carry on like how it did before he got into army and I got into uni, but somehow, things started getting worse. Even his mom came into the picture. She kept complaining about the number of male friends I hang out with. And although he always defends me, both of us knew that the relationship wouldn't work out if it continued this way so we came to a decision and broke up.

6 months have passed and I haven't gotten over him. My heart feels so empty. I miss his smile, his existence, his messages in the morning, his sweet gestures and all the effort he puts into the relationship. I still read his messages during my free time and look through our photos every other night. What made it even worse, since both of us applied and got into the same major, we constantly bump into each other on campus. He would be holding a cup of iced milo which I used to make him quit the coffee addiction he had during A levels. And every single time I take a glance, he would be wearing the watch both of us got for our 2nd anniversary. Since both of us separated on good terms, although we don't contact, he would still wave when our eyes meet but I'd always pretend that I didn't notice.

It's been 6 months and I still love him. The urge of getting back with him is really strong especially when I see him on campus, but my friends discouraged me from goimg back to him. I'm just really afraid he doesn't feel the same way anymore since it has been quite a while or what if he already has a girlfriend, since there is this girl who is frequently on his insta story. Or if we actually got back, the same problem would arise. I'm super conflicted. How?
","Romance, Rant, Advice
SHARE:"
841,"So... I gave my virginity to my bf last night. Lets call him Jerry.

Jerry and I are both fit and good looking.  Our gender-specific parts are appropriately sized and in good working condition. Jerry and I have good personal chemistry when standing or sitting together.

And yet... our bed chemistry is just not there. Most of my friends whom I have spoken to talk about how their first time was exciting, scary or even painful. Yet I felt nothing at all during my first time. In fact, to be honest, it was quite boring: just Jerry going in and out and in and out like passengers in an MRT station during morning rush hour.

Is there something wrong with me? Do I just not love Jerry enough? I wish I never gave Jerry my virginity. I want a refund.
","Romance, Rant
SHARE:"
842,"For all the CS freshmen wondering if they should go for CS2040S, here's my 2 cents: You should take CS2040S and CS2030. If you think your workload is too high, delay CS2100 first then take in next sem under Prof Uncle Soo (an amazing lecturer). 
CS2105 now requires CS2040S, so your situation is different from your seniors. For your seniors, they could take CS2040S, CS2105, CS2106 (<- these are core mods btw), and other non-core modules like CS2107 in Y2S1, so delaying CS2040S doesn't really hurt progression of CS modules.  Now, you guys have one less module to take in Y2S1 so I wouldn't delay CS2040S if I were you, cos you'll need CS2040S for CS2103T too.
Btw, CS2030 and CS2040S are both in Java. So your workload is technically lessened by taking both mods together (profit).
Some of your seniors delayed CS2040S because Prof Harold (another awesome lecturer) teaches more topics and teaches them really well in Sem 1. This year though, the Profs are equally fantastic for CS2040S in Sem 2, so I'd simply take CS2040S without a second thought. I think most of your seniors would agree. 
Anyway, this is just some info to help u make your judgement, seniors pls add in if I missed out anything
","Advice
SHARE:"
843,"What do you do if your partner suddenly appears angry at you for no reason and starts to ignore your texts or give cold replies? I honestly don't know what I did that made them mad. 

I know I should probably just ask but it'd be stupid if it's me who really did make them angry and I still ask them ""why are you angry""

Is there a more indirect way of asking? I'm confused and it really hurts to know that the most important person in your life is ghosting you. 

Seeking for real advice. Please don't bash me in the comments 

Prof Ben, I know we shouldn't ask you for everything but you've always offered very helpful advice. Would like to seek your opinion. What would you do in this case? 







*them = him/her just gender neutral
","Advice, Ask Prof Ben
SHARE:"
844,"student who is gonna grad soon. I feel so out of place because a lot of my richer, more well to do friends are planning on where to study masters while I have to go find a job. Not that I mind, because that was how I planned it out as well, but I can't help but feel envious of people who have the opportunity to even consider doing masters. some of them even complain that their parents are pressuring them to do masters and it just makes me so envious. They also go on yearly family holidays and even go on family grad trips and I'm so envious because my family hasn't gone on a family trip in years due to financial woes. I know I shouldn't be comparing because every family is different, but when they keep bringing it up I can't help but feel sad because I can't relate to any of them. Even if I wanted to do masters, it will probably be many years later after I earned enough financially because I know my parents don't have the monetary capacity for it. sigh. ????
","No Category
SHARE:"
845,"Just read #72102. I've been thinking lately about my experiences of growing up in Singapore. It's strange I can't feel an attachment to it.

This country moves quickly, setting up new structures in one place while tearing down buildings in others. In the schools I studied at, my classmates often have a tunnelled focus on improving their grades, propping up their portfolios, and keeping a sharp eye out for extracurricular opportunities. In the places I interned at, my colleagues complained about work, but otherwise they worked on their project, then the next and the next and the next.

I expect some will tell me that's the working life, that there's little choice if you want to survive. Still, sometimes I will return from college and notice advertisements promoting tuition for pre-nursery kids. 

I think about finding a partner and having children in Singapore. The financial burden doesn't worry me as much. Instead, I wonder if I'll have the will and courage to not give in to the fear that has driven my parents' way of raising me. I don't blame them for placing pressure on my academics. They never cared about that until they met my classmates' parents, and unwittingly internalised the idea that their children's results determined their worth as mothers and fathers. I feel sorry for them, to be honest. I don't think our childhoods were quite what they wished for my sibling and I to have when they first decided to start a family.

The whole kiasu, kiasi thing used to be funny when I was younger, like it was normal and part of the Singaporean culture and identity. It doesn't feel amusing anymore. I'm 20 and I get I have so many decades ahead of me. Living in a safe and wealthy country is no small privilege either. Oftentimes I'm grateful for the things and relationships I have.

I can talk all I want about how societal approval shouldn't affect my day-to-day living. But I can't deny that it does and spending every moment trying to go against the grain tires me. I am tired of wanting to strive for excellence because of the fear that otherwise I will not be good enough. Most of all, I'm afraid that if I spend the rest of my life here, eventually I'd wake up on my deathbed and realise I haven't amounted to anything more than capital for a city I wish I loved.
","Rant
SHARE:"
846,"Was talking to my crush about some insurance plans that my friend is trying to sell me. Somehow the topic went on to insurance for kids. Suddenly he said rather seriously “I’m not planning to get married anyway” I was rather shocked that he said that so I didn’t ask him to elaborate more about why he said that. 
He is single at the moment but he had an ex in the past (so I guess that he is straight and not gay)
But since he had said that I guess this is a sign for me to get over him.
","No Category
SHARE:"
847,"How to differentiate if you actually like this person or like the idea of being in a relationship. Because I have been seeing this person recently, but I'm not sure which of the above am I categorised under so I don't want to get into a relationship if it's the latter, of course, or I'll be an asshole. So any tips? Thanks in advance.
","Advice
SHARE:"
848,"Please help me... There's this guy who has liked me for 7 years (not consecutively, but for the most part) and it's almost as if he is obsessed with me. I have told him upfront, verbatim that I will never like him. I have rejected all his advances but he thinks that I'm just playing hard to get and that I actually like him. I swear on my conscience that I have NEVER misled him. I don't reply his texts and even went as far as to blocked him everywhere, but somehow he still believes that I like him. The only reason he likes me is because he used to be an outcast in my secondary school and I was the only one who did not openly oppress him. He mistook my kindness for love. 

Since then, he has stalked me (like, physically to my house), tried to guilt-trip me into giving him hugs and even threatened suicide recently. The idea of just being with him disgusts me but I am so afraid that he will really go through with his threat. His mom even contacted me and told me that his blood will be on my hands if I reject him again and he really kills himself. I am so stressed out. He says things like wanting to impregnate me and that scares me out of my wits. I have never had a boyfriend and he thinks that I’m ‘waiting for him’. I am so scared to go anywhere because he is always lurking by my house. Should I just accept him?
","No Category
SHARE:"
849,"Hi, just wanted an opinion from the guys. What do guys think about girls with freckles? I have quite a few around my cheeks because I used to play sports and did not use sunscreen. It sort of bothers me now. I’m wondering if it’s a turn off for guys and whether I should get them removed.
","No Category
SHARE:"
